cr_id,filename,sha256,officer_count,tier,label,reasons,has_sustained,complaint_date
1006113,CPD_CR-1006113.txt,16f248370f67a8bd665e7c5c06d5d0e6cbe2e7805503a71581b37cfb9f559f0b,1,0,negative,,True,2007-05-29
1006120,CPD_CR-1006120.txt,c8800c4aee912befdb001f50f479d676b7c509f41026639d78697abc832b771e,2,0,negative,,False,2007-05-30
1006123,CPD_CR-1006123.txt,2d6b1289215d04a288dd1e7beabbb6e97e8abfc075853e162477385aaecfa562,2,0,negative,,False,2007-05-30
1006126,CPD_CR-1006126.txt,18806a188d1b20168d38248d01be123d6f22424d580e6f783230880d42a611f5,3,0,negative,,False,2007-05-30
1006128,CPD_CR-1006128.txt,0ebe97156e3cc313239b5e3fb6e002b8930ebf47daa1b2ebdbb3962b60d50b98,1,0,negative,,False,2007-05-30
1006132,CPD_CR-1006132.txt,26a996e52de8e75827f31436dc73749ec6e17ed7cbc7681a4f602dd45740f535,2,0,negative,,False,2007-05-30
1006133,CPD_CR-1006133.txt,0eaf82973b26c682f76d91a14a385fc729ee899ee1f30218cd4c3a199bebfa9e,1,0,negative,,True,2007-05-30
1006134,CPD_CR-1006134.txt,ffdd3f58b45d8fb4c27f89c22a45a2f89b6a932f20ec8181776dd82fe7d85b59,1,4,brady_weak,"RACIAL/ETHNIC, ETC. (No Affidavit)",False,2007-05-30
1006135,CPD_CR-1006135.txt,5ec429dea080dd6d6d10d6166437cb347555d878b3d45f4a8bbfa5a7cedf1353,3,4,brady_weak,Excessive Force (Unfounded),False,2007-05-30
1006136,CPD_CR-1006136.txt,4d92b9ac61b046129224f6ad9bdf94d0faab4ba7bb65987245dc989d0ff5f218,1,0,negative,,False,2007-05-30
1006137,CPD_CR-1006137.txt,e444ec4bcbb4e94b7846438043a97af122366a017043920ef9dfb9231292768a,1,0,negative,,False,2007-05-30
1006145,CPD_CR-1006145.txt,d2587fbc0fba2c828256c44e70fc36bcf331aada05175c5f91b071b9aa9ffb13,5,2,giglio_relevant,ILLEGAL ARREST / FALSE ARREST (Unfounded); ILLEGAL ARREST / FALSE ARREST (Unfounded),False,2007-05-30
1006146,CPD_CR-1006146.txt,c058c3ac1113e759794778a0b52278c73d22d0fb2dd9c876caf3e12c07705bd3,1,0,negative,,False,2007-05-30
1006149,CPD_CR-1006149.txt,1257cdeb20c93bcfc460ad41997782cefc20df0c553c4ff4d3a1a4d00bc83728,2,0,negative,,False,2007-05-31
1006153,CPD_CR-1006153.txt,16216877f4f4dcecbed245e63a7de559711629abe67acc055af5627c47969502,11,0,negative,,False,2007-05-31
1006156,CPD_CR-1006156.txt,c4956aa7b4541a86f1146d93e7332a42490143514f1a24fcbeced850b069882b,2,0,negative,,False,2007-05-31
1006159,CPD_CR-1006159.txt,15ae3c8fafa7d600a61475519836f0a8d374bf64b6e451ebde38d04b8bc034b0,1,4,brady_weak,Excessive Force (Unfounded),False,2007-05-31
1006162,CPD_CR-1006162.txt,6c7fbec577c6c5bc666fc49bc94fd37f24abdb1f716e5d067a9f118e4d6cdfd6,1,0,negative,,False,2007-05-31
1006163,CPD_CR-1006163.txt,66a836fe7dc1ee56e241fdd0a3fd4a343dcc5fcfe44cfad5e44e29fd4606e107,3,0,negative,,False,2007-05-31
1006166,CPD_CR-1006166.txt,c1f16219723c987d362f741491132e692d35628c298d82e7b50304329c7f3207,1,1,strong_giglio,AN ACT TO CIRCUMVENT CRIMINAL PROSECUTION (Sustained),True,2007-05-31
1006171,CPD_CR-1006171.txt,2a14ba228d14de73c41f17c1eb07a37753f89c549da86b137b856acce9be2da3,2,0,negative,,False,2007-05-31
1006173,CPD_CR-1006173.txt,049d6ab9149449c0d9909a530fb33be93e94a4631b8bd00356f2ad478ef793e8,1,0,negative,,False,2007-05-31
1006174,CPD_CR-1006174.txt,ae435d50db76b5217f510494917820c3a11667a7adbc45366d7c23864ee51d5e,1,0,negative,,False,2007-05-31
1006175,CPD_CR-1006175.txt,3fb3945253032154eb5610275182339e5ce9e274a70ddaa6c760034ae5f44919,4,4,brady_weak,Excessive Force (Not Sustained),False,2007-05-31
1006179,CPD_CR-1006179.txt,9efe71e5d0594a133050e008f58f093a5c6dac9220c27ebc1b719b6d96a55c6a,2,0,negative,,False,2007-05-31
1006182,CPD_CR-1006182.txt,44a91fe0f99d4db3cff3ee294e3e09bf9a49afe4f10ad3f589bf8f862e47d19d,2,0,negative,,True,2007-06-01
1006183,CPD_CR-1006183.txt,3ea5922b4c8f1a4c55e07dc43977a2a918ddc10605bf9481b9430f29b8fd8020,1,0,negative,,False,2007-06-01
1006186,CPD_CR-1006186.txt,3e096438c9272ff46247f048ededfe7802c3d3372b8b4c9692d75f3167e2a601,1,0,negative,,False,2007-06-01
1006187,CPD_CR-1006187.txt,5ce619de6b469593bb03c390bf376341fe4fc9d4c0a9f57d6a10afe5293a9550,1,4,brady_weak,"RACIAL / ETHNIC, ETC. (Unfounded)",False,2007-06-01
1006190,CPD_CR-1006190.txt,be7d6de7d7fa62f81fec5bbb7d1d8d15014bfc7eaab3b0c1d4f5431ad69bf712,2,4,brady_weak,Excessive Force (Not Sustained); Excessive Force (Not Sustained),False,2007-06-01
1006193,CPD_CR-1006193.txt,68404b8c176f8acd891434bd93e8493dee6cf9c94503ede51c74ebffb5243783,5,0,negative,,False,2007-06-01
1006198,CPD_CR-1006198.txt,aaf7708daeeb76c50e2deed8800ddff8046a32e30892e3d0a27c51b69a382bc1,1,0,negative,,False,2007-06-01
1006200,CPD_CR-1006200.txt,3d955a09197bba97df89ef23fe0427bada7a1caceadf9523dc4b974582c8162a,1,0,negative,,False,2007-06-01
1006202,CPD_CR-1006202.txt,c6ea76aeed8c031b95227e11cbc5ddf7a000246b8bdebceefe27f175aa8572ff,1,0,negative,,False,2007-06-01
1006204,CPD_CR-1006204.txt,b12fd68ddace80f5256f1913ffcb110fdda859d4f6e791ba2be6e7fd376c9972,1,0,negative,,False,2007-06-01
1006209,CPD_CR-1006209.txt,1519fe84f3cc74af42432567029005e85a2a67bb93b339d38bb6fd00f30f5202,1,0,negative,,True,2007-06-01
1006215,CPD_CR-1006215.txt,b567bb4dbe7d535e398de06fe6853faa28510b0b3cd538bdec675a86e037507a,1,0,negative,,False,2007-06-02
1006216,CPD_CR-1006216.txt,d144d98fac7c1f0004527d4a89e85104c000697160891f2540c7fdcc36f444fc,1,4,brady_weak,UNNECESSARY PHYSICAL CONTACT - ON DUTY (No Affidavit),False,2007-06-02
1006219,CPD_CR-1006219.txt,702c3fc968e9feddfb9e43a6c735ef800f4fe050d42d46c3eddf0466b7ba4cd6,3,4,brady_weak,Excessive Force (Not Sustained); Excessive Force (Not Sustained); Excessive Force (Not Sustained),False,2007-06-02
1006224,CPD_CR-1006224.txt,1f43099b32b0c1b20883e9eb1a38f163f547eed1f82b9c2056b4fe7ae1a293be,3,0,negative,,False,2007-06-02
1006225,CPD_CR-1006225.txt,70f41c92bed25f1f516d0e6dec30c47dbe019762739ff8603738dee53b89daae,1,0,negative,,False,2007-06-02
1006226,CPD_CR-1006226.txt,dc441a269a743a4167a6b51f115c86ff5868acc2f7c6687ab6fe31a71b9314cc,1,0,negative,,False,2007-06-02
1006228,CPD_CR-1006228.txt,d82cd095b1f8ac7e1011cba6383fb5a533ff67fe985ac8a8d2ab6dd7ace66691,1,0,negative,,False,2007-06-02
1006231,CPD_CR-1006231.txt,aba3c74ca73421d7515a30f121e37c6879bdda89252b76fcd3f846276eec3302,2,4,brady_weak,Excessive Force (Unfounded); Excessive Force (Unfounded),False,2007-06-02
1006232,CPD_CR-1006232.txt,986071f8e95307ea8e1020a36b1ed9628643628245719762eb4b0313a3dc065c,3,4,brady_weak,Excessive Force (Not Sustained); Excessive Force (Not Sustained),False,2007-06-02
1006235,CPD_CR-1006235.txt,c8b71e48c2f962fd30ad006bc6df2bbd9887aa5985a93408664b762392695ced,21,4,brady_weak,Excessive Force (Unfounded); Excessive Force (Unfounded); Excessive Force (Unfounded),False,2007-06-02
1006236,CPD_CR-1006236.txt,e82a909e7c31a81e6cbb0a54fdbc7acdf02c9142093499c0a053b43bdff93380,1,0,negative,,False,2007-06-03
1006240,CPD_CR-1006240.txt,26a93122f603318a605b534b86caf5d1ad5decebe2bb56b4513afdff9d88fb50,1,0,negative,,False,2007-06-03
1006241,CPD_CR-1006241.txt,bd13bba1458b2083e5e8e9a246eef4fb5d0b6111507deb8f0ea04fbc7a1252de,2,2,giglio_relevant,ILLEGAL ARREST (Not Sustained); ILLEGAL ARREST (Not Sustained),False,2007-06-03
1006242,CPD_CR-1006242.txt,18494e6a8a93a78dfc7568143eca30e84ba3a24760de13f01881863263f74e71,4,0,negative,,False,2007-06-03
1006246,CPD_CR-1006246.txt,ecbdf7c1d5d7ab29e50efcd99eb1bd8c45d5c5de7a274b6a5fffcc6c6de4a228,2,0,negative,,False,2007-06-03
1006247,CPD_CR-1006247.txt,401a02ea5d7f2e5a25cc1422073e3a7ff81af1456488746f1a11c6c58f7073ca,1,0,negative,,False,2007-06-03
1006259,CPD_CR-1006259.txt,dca1bf3eaa7dc49a9e94e4be859971222a6ba079d2be4cbec4ab864d300fb71c,2,0,negative,,False,2007-06-04
1006260,CPD_CR-1006260.txt,d0d30000d33a69c5f28c3be05876fc14e3d97ff8c567c8b410a31fa3a01089c0,2,4,brady_weak,Excessive Force (Unfounded); Excessive Force (Unfounded),False,2007-06-04
1006271,CPD_CR-1006271.txt,9eb12a9af5fb5abe12c05d663a8cf8e5209b9c0f71b048bdf4cd5d5ed9b14bc1,1,4,brady_weak,Excessive Force (Exonerated),False,2007-06-04
1006272,CPD_CR-1006272.txt,a036736a9f16eb89099fe9c49332bd674ddaf2737dfe040ebdab9e9a28774746,1,0,negative,,False,2007-06-04
1006274,CPD_CR-1006274.txt,343c6cc3b0e70e95112bb4df432850fe385d36bf21bfcfa8984532c39b2d0412,1,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-04
1006284,CPD_CR-1006284.txt,2000afe908f8955f1602f88eede378522634410e788946b515659c0a2ffaf1ba,2,0,negative,,False,2007-06-05
1006285,CPD_CR-1006285.txt,a3f7a4ec56298d092dab70e618e8d3ede04124610004cc967580c19578e739a9,1,0,negative,,False,2007-06-05
1006291,CPD_CR-1006291.txt,bfd20622097eb75a9c92b66dfd16870dedd14224e380e94bb357bb59ca1689d4,1,0,negative,,True,2007-06-05
1006292,CPD_CR-1006292.txt,57d50d0dbcf047e24299e7d0dc457e69eee3a8a7c53a51b15b4d08c42cd8c03e,2,0,negative,,False,2007-06-05
1006293,CPD_CR-1006293.txt,815823958aedf009beb2ebc573e8d2907face08dd8478152a4861501d55331db,4,0,negative,,False,2007-06-05
1006295,CPD_CR-1006295.txt,5f86f6bc7c9b919a6ab370e85d8795bfe73fbc1a2faba0a59d5ec1fc92b0e884,2,2,giglio_relevant,ILLEGAL ARREST / FALSE ARREST (Unfounded); ILLEGAL ARREST / FALSE ARREST (Unfounded),False,2007-06-05
1006301,CPD_CR-1006301.txt,550719e5d33e1703832fe07d54d0219e2127d9417ea1405a2e85098774451f92,1,0,negative,,False,2007-06-05
1006302,CPD_CR-1006302.txt,ca03cb854cb9fd4631f19bccae6a556c8f37de8dd2e973eb424f3c4c91da88fd,1,0,negative,,True,2007-06-05
1006304,CPD_CR-1006304.txt,548f4218c67def8070ea25bcc08088f5daaaa2a6af9a169438020f2c84e0c191,1,0,negative,,True,2007-06-05
1006305,CPD_CR-1006305.txt,2872f448168240946eb01d8f6049488b3af5417e824451f4986c0a9fe005f1ff,2,0,negative,,True,2007-06-05
1006306,CPD_CR-1006306.txt,5d8902e7a22ce5b8b065e238de1bbd4f41de298e2bdde43e003e0e05195f065c,1,0,negative,,False,2007-06-05
1006307,CPD_CR-1006307.txt,52eefd66e187a2cce22a7dc932aadc5a2015bd8b15ecb29368e1314bee105b08,2,0,negative,,False,2007-06-05
1006309,CPD_CR-1006309.txt,79ab7ff073165324d869c90670b746ee8c1ba138ac3cfd3ba4068996c94fa010,3,0,negative,,False,2007-06-05
1006311,CPD_CR-1006311.txt,e0535ddab28d25bf7b9b9314d875011c029a1b68b9873f833ce044d9f2d41ef4,1,0,negative,,True,2007-06-05
1006320,CPD_CR-1006320.txt,5bc1b57109b7654387dc5bfab9c6c3924c6cac4c5955a15f1757cdeaba2fe60b,2,2,giglio_relevant,ILLEGAL ARREST (No Affidavit); ILLEGAL ARREST (No Affidavit),False,2007-06-06
1006321,CPD_CR-1006321.txt,f7a8e6c7c362a554e1469d0d75d3ca81125ff9578406e042ebb21e381c62432a,2,2,giglio_relevant,ILLEGAL ARREST / FALSE ARREST (Not Sustained); ILLEGAL ARREST / FALSE ARREST (Not Sustained),False,2007-06-06
1006322,CPD_CR-1006322.txt,7baa9003d46d65a8ead888319e1efe3167428d8cf4326a5f4b5f797ef9ead825,1,0,negative,,False,2007-06-06
1006323,CPD_CR-1006323.txt,b3427595be87024f62780df569e2267e1d096a8f042442bda72c8ecf13e08ab5,3,4,brady_weak,FAILURE TO ENSURE CIVIL RIGHTS (Unfounded),False,2007-06-06
1006324,CPD_CR-1006324.txt,eac04018f81b61123d6603806b9739d974c3df9ebc6db6733558e08b9e98f89d,2,0,negative,,False,2007-06-06
1006325,CPD_CR-1006325.txt,6e4b7bec182025ad5c56f68d6af98a8e4a50468fd53f838f035efe8f51cae86d,1,0,negative,,True,2007-06-06
1006327,CPD_CR-1006327.txt,5df5644b787615b2bcecf816073bca76838c8358c53411a3fe6b5044d7bd721c,2,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-06
1006328,CPD_CR-1006328.txt,6561b271e1b9e2645efa8755f97458c18e7e9c21eba66062757004407bd7dc32,1,0,negative,,False,2007-06-06
1006332,CPD_CR-1006332.txt,0def854add0bd1ba893d62977b6751e2404bdbd3825cb44c58031d1a92670088,2,0,negative,,False,2007-06-06
1006337,CPD_CR-1006337.txt,5153b04972837ec7f78330389bb29938c32337d782aa443e59e2f3b6008be1a6,2,0,negative,,False,2007-06-06
1006338,CPD_CR-1006338.txt,2ba8ecddcfa498e78d6b0473c6a2b0f9a5a4118cf1021ff1f1a95684f20dbd25,1,0,negative,,False,2007-06-06
1006339,CPD_CR-1006339.txt,bb08a0ea0d5d3ad17391a781e5e04676afa5ee867a608542feea38c19dd72412,1,0,negative,,False,2007-06-06
1006340,CPD_CR-1006340.txt,17647a3eaea5e38e9f7d2cc38aa823c01bf4aef25eadfa79bf350cd636f5b3fa,1,0,negative,,False,2007-06-06
1006341,CPD_CR-1006341.txt,e180cd80066f15b0825b4da62fa2365dd4e24d201cc00bd647d80ea81f7bc01e,1,0,negative,,True,2007-06-06
1006342,CPD_CR-1006342.txt,45fce1185d5c7960f0e0dc03879b02aa6b4e0176f2a51713281a296600c9397e,1,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-06
1006343,CPD_CR-1006343.txt,2af30fdcf4b003e9879e6e54ae23c16eccb449ab3af618810bb2995486d827aa,1,0,negative,,False,2007-06-06
1006344,CPD_CR-1006344.txt,2f9082b9a07d93b6575d1bfe97823a2ffcef6a61f37f4280836f5f7c9b4e1c22,1,0,negative,,False,2007-06-06
1006345,CPD_CR-1006345.txt,50ce678ed56d7d8db39ba18e9e92979fe211664164f2731d6761d83d44307289,1,0,negative,,False,2007-06-07
1006346,CPD_CR-1006346.txt,1d91b6a457b5d157ef4a32975aa97572b935d143f353e34a3b053090add12857,1,4,brady_weak,Excessive Force (Unfounded),False,2007-06-07
1006352,CPD_CR-1006352.txt,a7834883b970d4a94f9a91e753f030b0c2a5d37a58b599cf020851a1ecfd609e,1,0,negative,,False,2007-06-07
1006353,CPD_CR-1006353.txt,cc99579ece0b396972dd34ddbd18a48ddeb4710d08095588679c1bda8112f16e,1,4,brady_weak,Excessive Force (Unfounded),False,2007-06-07
1006354,CPD_CR-1006354.txt,976e8280d79cc11d3635515fccf08ba18af806d37ea9153947319afaedc49aef,1,0,negative,,False,2007-06-07
1006355,CPD_CR-1006355.txt,bf84a29d241d0bfc58bcc2a5e560d6a996f0f11520d38d50d5cc785a7455309d,1,0,negative,,False,2007-06-07
1006356,CPD_CR-1006356.txt,7ebdd1923ed26a37939b97ef38b97ddea5ca413c4cecf8c320a45d5bb46b06bc,2,0,negative,,False,2007-06-07
1006357,CPD_CR-1006357.txt,f39429f59f3359ed0d676e34e5d92cd1e20679f45862c90953cfaccf5d5b7b68,2,4,brady_weak,Excessive Force (Unfounded),False,2007-06-07
1006358,CPD_CR-1006358.txt,6b876297d2fb36f355e0e09269be971471f6c9cf996e9b89262d2db2b6685adb,2,0,negative,,False,2007-06-07
1006359,CPD_CR-1006359.txt,e89dfadf6abf55fd6d56ac38abd586f8c2d5e2cf8fbb6875b9d1cff03faee888,1,0,negative,,False,2007-06-07
1006360,CPD_CR-1006360.txt,b3965731188163ef3990c15c56719045cd461c7b157bd4b8ecb2dd3c58a75c1b,1,4,brady_weak,"RACIAL / ETHNIC, ETC. (Unfounded)",False,2007-06-07
1006361,CPD_CR-1006361.txt,1158351a1a8c4029f7f72492d5ff9e10710fd37949f34c003409ddcfe7ae9755,2,0,negative,,False,2007-06-07
1006362,CPD_CR-1006362.txt,06d848efc39dcb315733f0886b93a500125dfd289cfc5e5160afb80062f34950,1,0,negative,,False,2007-06-07
1006365,CPD_CR-1006365.txt,e54fd11838a19367b7dc6a1c8f2cc77b4086b5c9f468f36ce12f4e8d0fd8d146,1,4,brady_weak,Excessive Force (Unfounded),False,2007-06-07
1006366,CPD_CR-1006366.txt,b43fb2d82ce859553cfdf351734922c22056fe24fbda7f43b337517bea04969b,2,0,negative,,False,2007-06-07
1006367,CPD_CR-1006367.txt,560526e0db78389f6a6dbf6e57317442f2e790e8bd7aa34bc5241e16ba7c9785,1,0,negative,,True,2007-06-07
1006368,CPD_CR-1006368.txt,9c867e8377b23ef187b69c1d295176290e8234cfd67a7b8439581a328681540e,1,4,brady_weak,Excessive Force (Unfounded),False,2007-06-07
1006370,CPD_CR-1006370.txt,921c5d73ee2ee3ba1a70a89a5ec2c525dcd2bbbccce94e4b291ec7dc5f02192b,2,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-07
1006372,CPD_CR-1006372.txt,d50136bdb72f4d50caeeaf6f99bb3bf46fb677117148b625d77152308bf2b157,2,4,brady_weak,Excessive Force (Unfounded),False,2007-06-07
1006373,CPD_CR-1006373.txt,d77a6789b7e37e9daa1292e92a9a21506c420793bb474c28788330cf219ffe32,3,4,brady_weak,Excessive Force (No Affidavit),False,2007-06-07
1006374,CPD_CR-1006374.txt,ffa6db4838025fe8406db8de252fbd9abaa2fb1cd665b0f11ecb2f7cbeb1f8c9,1,0,negative,,False,2007-06-07
1006375,CPD_CR-1006375.txt,35ba83b02a90a9f4327f7cdb6755b77c0c19d5634c52ad2422a3d45e3ed187f9,1,0,negative,,False,2007-06-07
1006376,CPD_CR-1006376.txt,fea2ce85b45e99113b6f82a45cc6982abaddcf85da0fb9e3d2f5ba23ad08c055,2,0,negative,,False,2007-06-07
1006379,CPD_CR-1006379.txt,28157f9bb951988ad1f95ce6b32790da9c45ee11f4076932f4397c16e08bbbef,2,0,negative,,False,2007-06-08
1006380,CPD_CR-1006380.txt,273263485449bdbb01e4552820797df9e5b4c9bd1fbb001b790f327310df8464,2,0,negative,,False,2007-06-08
1006381,CPD_CR-1006381.txt,29fe79ef8472e3cada1d2eceecc64b062ae6806a512711e38c1ef9cb8a0ab317,2,0,negative,,False,2007-06-08
1006382,CPD_CR-1006382.txt,5f407ecd7c34b0d47751686671b0b2f875e81633c3b43d91d95b2dc5d8322364,1,0,negative,,False,2007-06-08
1006383,CPD_CR-1006383.txt,7e246329d36b2c1035831b6e236bf996caf4298f424d6d8bef7ea9b004c3df8d,1,0,negative,,True,2007-06-08
1006385,CPD_CR-1006385.txt,d33a933879a32ae5a6db003951dbfa65a56bca3b3c8f7dfce6b6a0f316f6ad0f,1,0,negative,,False,2007-06-08
1006386,CPD_CR-1006386.txt,db95d7266149a92f08e6ddfc21455a7d98ba76f178dc12b30d879f80acaaef05,1,0,negative,,True,2007-06-08
1006390,CPD_CR-1006390.txt,a9b7d164a2c43637f217d003b6df7f910eaddbd033e431b3e29eb01aa1906771,1,0,negative,,False,2007-06-08
1006391,CPD_CR-1006391.txt,8c4c9afcfe738e4e81d0e9b94b3f8040d08e9c28a2ddeb7ca7c149f2f7de4908,4,2,giglio_relevant,ILLEGAL ARREST / FALSE ARREST (Unfounded); ILLEGAL ARREST / FALSE ARREST (Unfounded); ILLEGAL ARREST / FALSE ARREST (Unfounded),False,2007-06-08
1006392,CPD_CR-1006392.txt,5f583f748db1162ce3c9bb7c813869a124a1b54515f0ed5887c5169b23bb9825,2,2,giglio_relevant,ILLEGAL ARREST / FALSE ARREST (No Affidavit); ILLEGAL ARREST / FALSE ARREST (No Affidavit),False,2007-06-08
1006393,CPD_CR-1006393.txt,b41a79b3d61153adf881707bc35e202bc11b467b6f2603dba7c45942ad3649c0,2,0,negative,,False,2007-06-08
1006394,CPD_CR-1006394.txt,cfe34794b5f853aab28e56245808210b1b2bcaaeb7c9a3da66b10fd2220edf13,2,4,brady_weak,Excessive Force (Unfounded); Excessive Force (Unfounded),False,2007-06-08
1006395,CPD_CR-1006395.txt,2f999d9e40f05d98aed9c939512df095ffa44ee9a226d905e39803b0d4d1767e,2,0,negative,,False,2007-06-08
1006396,CPD_CR-1006396.txt,430ad1e66fbbb1903400f6fbe42a1a600e584bf78024eb6529c193703685ac91,1,0,negative,,False,2007-06-08
1006398,CPD_CR-1006398.txt,0ace6959086cf6c1021a87ffd16f3f66dd2be2677dbb642ffd32cee2aaf9a111,1,4,brady_weak,Excessive Force (Unfounded),False,2007-06-08
1006401,CPD_CR-1006401.txt,88cf8e32b01f4b22689567a235232f8765c2445b78e760ea84b2f59c2e91facf,2,4,brady_weak,Excessive Force (Unfounded); Excessive Force (Unfounded),False,2007-06-08
1006403,CPD_CR-1006403.txt,5ded1a8583a154b5742fa8468d1b3f61f169d1749641ab7478473aa1a17435bf,2,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-08
1006404,CPD_CR-1006404.txt,62d75f72ee6c47fcbc3bc30b03ee037708f9d85ddd81413b8952900afea13b3d,3,0,negative,,False,2007-06-08
1006405,CPD_CR-1006405.txt,a5c498d7a5a5d20530c7a3994eca57c5e6bb5d7902ebcd86f8f1ac8d6505938b,2,4,brady_weak,"RACIAL / ETHNIC, ETC. (Unfounded)",False,2007-06-08
1006409,CPD_CR-1006409.txt,38cf8fdc52e613b37630101153165e9168ac2291413d2f04b12ddeb6a520a8f6,1,0,negative,,False,2007-06-08
1006413,CPD_CR-1006413.txt,958ada81e17bcdbf9166486f4b6d966e1e0daff865c0dc757b780db95294b266,1,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-08
1006414,CPD_CR-1006414.txt,62255203d7033be3d35a417c3a0a4d22f1c58c70247758b4db1ab81e8dc118b6,1,0,negative,,False,2007-06-08
1006415,CPD_CR-1006415.txt,a777a9cbe5d6279749f610a49453fe07941e0788977925c3783e0205c4dbc291,1,0,negative,,False,2007-06-08
1006419,CPD_CR-1006419.txt,d62a642f551852a394fb97d1db8df8c8809f36bba162f150655a1a6639ea5d20,1,4,brady_weak,Excessive Force (Exonerated),False,2007-06-09
1006422,CPD_CR-1006422.txt,5ab1207d9df08821fa07918f0b78ae4eae248de5fbdd6dec43f1977e1dc5f9ed,2,0,negative,,False,2007-06-09
1006426,CPD_CR-1006426.txt,c25823e947ebed498405a078c163e67ed8aacac17ebebd53fb211d38f6fa771b,1,0,negative,,False,2007-06-09
1006437,CPD_CR-1006437.txt,1057dbdb6d817e4187f4c234410e396e3f2482b1cd6670789238e9518543b05c,1,4,brady_weak,Excessive Force (Not Sustained),False,2007-06-09
1006439,CPD_CR-1006439.txt,23e51a0079f99c566652a8d7f9a64ecaade3faffd48a078a695e7a997cb075a0,2,0,negative,,False,2007-06-09
1006441,CPD_CR-1006441.txt,ebe5970055806cfe60c51c8f5aa4cfe151c925debf845f08c3200976399070ad,1,3,brady_adjacent,"Excessive Force,,, (Sustained)",True,2007-06-09
1006445,CPD_CR-1006445.txt,7abd590ab7d0f994612068688e196c33a29868c27b867a863e4eb2bc05f50a79,1,0,negative,,False,2007-06-10
1006446,CPD_CR-1006446.txt,77cb54d22914052a60c9658847f75d6d4f9b7cbd5fc1c505b23657468219fab4,4,4,brady_weak,Excessive Force (Unfounded); Excessive Force (Not Sustained),False,2007-06-10
1006453,CPD_CR-1006453.txt,aa08b8734bb3d3284fd96bd3969c15e131ad3757df0f91d036f081a2c1d916cd,1,0,negative,,False,2007-06-10
1006454,CPD_CR-1006454.txt,24b6710b8c46ea13d880bcd12add6f875839358da6e939d6f577e30193de3332,2,0,negative,,False,2007-06-10
1006456,CPD_CR-1006456.txt,8afe6ce7a2a36b234a92a45932334a5f671283578a5d629d5e6edbe6804839f2,1,0,negative,,False,2007-06-10
1006458,CPD_CR-1006458.txt,adb44e91acc7e1ede7b3d92c0954e102d147f2fc4892fa4c45ac82e8adc9c453,2,0,negative,,False,2007-06-10
1006460,CPD_CR-1006460.txt,2453b364207abb13bb2cffa03cbb65fb5037271f771266d13c67f399691935c9,3,0,negative,,False,2007-06-10
1006462,CPD_CR-1006462.txt,ddf875cd11f3f56e32c38b5c42d996bf773cbc03c68b8e2f76a032a94879fb27,1,0,negative,,False,2007-06-10
1006464,CPD_CR-1006464.txt,304e5222fe7af3bcf3966c54696b714b299b992192f35aed8d33aafff2c3e4f2,2,0,negative,,False,2007-06-10
1006467,CPD_CR-1006467.txt,159aa8b58f26971f4bcabc8527c687a0bc7ab362165e1230b2a6b950b0e4284d,1,0,negative,,True,2007-06-11
1006469,CPD_CR-1006469.txt,c9791d14e21e0e4b3cf58a84909c3cfea0a32c999de29637a24bbc80808c843a,2,0,negative,,False,2007-06-11
1006470,CPD_CR-1006470.txt,4c26bc84ca6d5e0c317f98fefaf0e6cb28bb78c3474a319c2077d0763e8dc405,1,0,negative,,True,2007-06-11
1006471,CPD_CR-1006471.txt,b0ca951c40dc3e6b28a5b4bd3a4f4018576060f7f0b8c7706c0cb9908c1f689d,1,0,negative,,False,2007-06-11
1006474,CPD_CR-1006474.txt,1acb2dfaaffdb0d1f9e036f90ca8b13d440e9ed37d0f30f5d4118d5cd17ce69e,1,0,negative,,True,2007-06-11
1006476,CPD_CR-1006476.txt,da94d137269c8ff9691a6288da821808427fcf937a067b2e7d147b1758ff11b6,1,0,negative,,False,2007-06-11
1006478,CPD_CR-1006478.txt,2a1aefd154d31e01098e1073dcc669436cb3fc8480798f52c2453ef628e46e43,2,0,negative,,False,2007-06-11
1006481,CPD_CR-1006481.txt,0d1caaa662e6544c4f008471518572ac5087e2a9d98845cd2245209bffd52d31,1,0,negative,,False,2007-06-11
1006482,CPD_CR-1006482.txt,0c2af68cc8bf77361888fc3d2fa6c86af38f86643ba76967a24cc6252500cf75,5,0,negative,,False,2007-06-11
1006485,CPD_CR-1006485.txt,1edfd75acae8dc538f03e47c7c86b5bd288f1e979981b5f41d819c3a17955b2a,2,0,negative,,True,2007-06-12
1006490,CPD_CR-1006490.txt,a33872f1a4cedadfdbeab9b0e27b7226f8ff42deb632327c1f7b9d316d0daf20,2,0,negative,,True,2007-06-12
1006491,CPD_CR-1006491.txt,d4282b39543be8fdea448628704f6c9730f2946bfaa0e0a38016c11e859d82ff,2,4,brady_weak,Excessive Force (Not Sustained); Excessive Force (Not Sustained),False,2007-06-12
1006492,CPD_CR-1006492.txt,7aca170a3cc439bfd624840b6018b1109e571e63069248236301ef0492a254e9,2,0,negative,,False,2007-06-12
