complaint_id,filename,sha256,classification,tier,label,reasons,officer_count,has_sustained,incident_date
20-0346,PPD_20-0346.txt,eed49e7d36f264ba6e153730326bcd5249fb569136ab8afa45ab111da881e626,DEPARTMENTAL VIOLATIONS,0,negative,,9,True,2020-06-29
20-0347,PPD_20-0347.txt,b3ccd32a04febb8b3be60b91db2de9f87e00eab3216b4d19334bb3b241cf493a,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2020-06-19
20-0348,PPD_20-0348.txt,4974e84f8e5235177ff19e441e0461c51f29093fc2422a72c3c519df7e235067,LACK OF SERVICE,0,negative,,2,True,2020-06-30
20-0349,PPD_20-0349.txt,7455b8f4eab472e0009d080645b04fae92574d41d2380c0c9407e8fcba2c41d3,PHYSICAL ABUSE,0,negative,,2,False,2020-06-06
20-0350,PPD_20-0350.txt,9bfa44d3201020460e5492330fe839c4000426d9a788d7e131377809cf5c67d4,CIVIL RIGHTS COMPLAINT,3,brady_adjacent,CIVIL RIGHTS COMPLAINT with sustained finding,3,True,2020-06-28
20-0351,PPD_20-0351.txt,5c3598f9226ee8289d0831025cc6b991efa1a452906f452ac68b056d3ab57c2f,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-06-29
20-0352,PPD_20-0352.txt,66c7cc6fdc9f42378df9ead0dd73011cc080359ca716104f2ec1a543a4d0dc05,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,6,True,2019-12-18
20-0353,PPD_20-0353.txt,8091af9419451b008006ea183e9c7578dac728e7fcccd0d678d762f25e978caa,CRIMINAL ALLEGATION,2,giglio_relevant,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),1,False,2020-06-06
20-0354,PPD_20-0354.txt,19ead9d87f8bc5f7baaf91fb48a891b6b51d747aa0f7146a8e959358356da6c7,HARASSMENT,0,negative,,1,False,2020-07-03
20-0355,PPD_20-0355.txt,d091d1085e5f9d33bcb71beb5cbeaf8c145d220220bdddae670e015acedd151d,CRIMINAL ALLEGATION,1,strong_giglio,Classification: CRIMINAL ALLEGATION,2,True,2020-06-20
20-0356,PPD_20-0356.txt,4f235b3b4e59fc7d7e2f0fdab8852b14571ca2128e49bf6635c297c79845b1fa,UNPROFESSIONAL CONDUCT,0,negative,,3,True,2020-06-26
20-0357,PPD_20-0357.txt,7ab2bade3fb6a2dc5a87b1e228fb15fd7447612cd0905bb66813253d5186b4d1,CRIMINAL ALLEGATION,1,strong_giglio,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),2,True,2020-07-01
20-0358,PPD_20-0358.txt,f756e250856a541ce8f0956797f0835167c017c73238951dbd19fd876e18b549,DEPARTMENTAL VIOLATIONS,0,negative,,1,True,2020-07-04
20-0359,PPD_20-0359.txt,a2370ae065d0ccceb787b4b4d9826ad033f746e946a8ae49f46d39c1fe3631f2,PHYSICAL ABUSE,0,negative,,3,False,2019-09-01
20-0360,PPD_20-0360.txt,e35e117c6cc6bf531a9bb02b5e9d92ea6ee3a5348bcbc4304a8101abf7a63478,LACK OF SERVICE,0,negative,,3,True,2020-07-08
20-0361,PPD_20-0361.txt,a3c419b8c19ceb4a056c02ba6715700362e31e91040aa421d17d7410d7e74568,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-07-12
20-0362,PPD_20-0362.txt,05303fa23a1f6fbb0037b219072f0b930f46fc797ed6c8cd3ec488be00e9ad5e,UNPROFESSIONAL CONDUCT,0,negative,,2,False,2020-07-06
20-0363,PPD_20-0363.txt,2e9f1303d8e81ed2ef3384c16a732c163371059ec6cae72de306c08c38d75339,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,25,True,2020-07-13
20-0364,PPD_20-0364.txt,5710990f11964c48f80394af5dd2a6715f93ed416204a197817904114f006e37,PHYSICAL ABUSE,0,negative,,3,False,2020-05-31
20-0365,PPD_20-0365.txt,f7ce4e768aa6a20b4b959c764990ca2c62584d54cd7d2f08a1b5293d7f564656,LACK OF SERVICE,0,negative,,1,False,2020-06-15
20-0366,PPD_20-0366.txt,554340f2f20a23c263234fba167e89f7d3ce6962b955312ea6ae3231ad1ab277,DEPARTMENTAL VIOLATIONS,0,negative,,4,False,2008-09-06
20-0367,PPD_20-0367.txt,69af068523a97b4403e521a32fb67985d2dc418d361d112fa51d1fff3e7ed9a8,PHYSICAL ABUSE,0,negative,,3,False,2020-07-11
20-0368,PPD_20-0368.txt,fec695d3221be926f3c7780a9ee179a14c3d0497160470d52a432d2ff53c885c,UNPROFESSIONAL CONDUCT,0,negative,,4,True,2020-07-08
20-0369,PPD_20-0369.txt,4d7f3a2eabce0e54e40cb977886f3374d55051ee6ead9994fe65b7cbae765a32,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2020-07-09
20-0370,PPD_20-0370.txt,6835947d2e88f00a272d218a0c8dfaf264aeec72e0a6c6880aed0d1281e891e3,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-06-18
20-0371,PPD_20-0371.txt,4c1bc9406df05e2f32bdb0473a08415eba0ee08af749409cd1f7bdd10ce3a75d,CRIMINAL ALLEGATION,2,giglio_relevant,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),2,False,
20-0372,PPD_20-0372.txt,7740fc75a429c223f7cabbe869c3e3c7a60ecdefbd0569ef238dbd237f4624ef,LACK OF SERVICE,0,negative,,1,False,
20-0373,PPD_20-0373.txt,9f7a2fa8283410b66fa0d23d56e439579bd12bcb67cf86d374b1126a0f3f2bf0,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,
20-0374,PPD_20-0374.txt,2a1e7ffa8a3cc1cb3b0f2586faad0de79e90a90e1ba408bbf06f90bbdae42d1c,UNPROFESSIONAL CONDUCT,0,negative,,3,True,2020-07-06
20-0375,PPD_20-0375.txt,1736c50635dd83f881bcfb24cc63775b1f09f4390877a49b1b1867831999ca66,UNPROFESSIONAL CONDUCT,0,negative,,4,True,2020-07-12
20-0376,PPD_20-0376.txt,e4fc8063f9b7918c191b00c36fe6b41edfd8379e42fc833f6dd53da7e10c5980,HARASSMENT,0,negative,,3,True,2020-07-14
20-0377,PPD_20-0377.txt,c681a858fdd496f795305247fd701d7d60eff4cc865e8bab0ed4a6eef79c0e01,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,8,True,2020-07-16
20-0378,PPD_20-0378.txt,88181412e7eeebc80ada3474ac3d46969ba3dbc342ea58a96f9255edd33fe227,FALSIFICATION,2,giglio_relevant,Falsification (No Sustained Findings); Falsification (No Sustained Findings),3,False,2018-01-29
20-0379,PPD_20-0379.txt,6aa69b77a602ed0fc47dca2d813998a4785a694a4c94ce73f083c236f8f01853,LACK OF SERVICE,0,negative,,8,True,
20-0380,PPD_20-0380.txt,af67572d8f30f1dfed32efe5a4e496f3f9e53991034fcd29c0dbe8ec924d95c1,VERBAL ABUSE,0,negative,,2,False,2020-07-17
20-0381,PPD_20-0381.txt,f379916319d3bfe391fce72436dae7fd98662a13f139fda3a6a024ba8b1d99d1,LACK OF SERVICE,0,negative,,1,False,2020-04-13
20-0382,PPD_20-0382.txt,2c647692b2a83c9dfa37ebc8074cb1ba07280f90be72bdc7f23c750fcc3b6194,LACK OF SERVICE,0,negative,,1,False,2020-06-26
20-0383,PPD_20-0383.txt,66b22f8ee5fd3f9a5cd5ceda4ba14593859fdffa58adf19ca36d517c264070bb,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2020-07-02
20-0384,PPD_20-0384.txt,5d48cc980d2d9bb325c3bdff73da2dae92851b4b6d85d19b689fa59139f647e9,LACK OF SERVICE,0,negative,,2,False,
20-0385,PPD_20-0385.txt,2b9e091aaee5cccf328cced5ccc3efb83eba9c478550d9c673b3f73910b8af84,HARASSMENT,0,negative,,4,False,
20-0386,PPD_20-0386.txt,48201d71361aa767809cc6f8427e02c6885d82b0336d7907f0bde3f43a07cf23,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-07-18
20-0387,PPD_20-0387.txt,407f2b6ff1e11037f1817ae479edd0e20b35a32b7970d610cfd96aaf3b1adb9f,DEPARTMENTAL VIOLATIONS,0,negative,,4,True,2020-07-19
20-0388,PPD_20-0388.txt,c7e445b85f541abd9d48362da15e6c13ffcbb535558eb0aded4fbf40d3b6638e,CRIMINAL ALLEGATION,2,giglio_relevant,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),2,False,2020-07-18
20-0389,PPD_20-0389.txt,632638ed94316de868ac350df9541d1e086af77d6e10e5f7f6c849b0422bc242,DEPARTMENTAL VIOLATIONS,0,negative,,5,True,2020-06-07
20-0390,PPD_20-0390.txt,b1dd1357c962ed1b0327f4c53112981d4b9c0e938c252951441d3cbe72337dbb,VERBAL ABUSE,0,negative,,1,False,2020-07-20
20-0391,PPD_20-0391.txt,bbdc098a9bb76d6c2cf06cd2c0a513e88737cf114d6213465335aa981b98b1ba,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,4,True,2020-07-08
20-0392,PPD_20-0392.txt,b8eab074b15e410ff4cc5a4b4df7850ddd515d088f59e1f9e707c1bd385b516d,VERBAL ABUSE,0,negative,,3,False,2020-07-21
20-0393,PPD_20-0393.txt,0cfb50ece4842f0364fc13d6535d3194b77cf59bb63edc3ceab76086751f3835,DEPARTMENTAL VIOLATIONS,0,negative,,6,True,2020-07-07
20-0394,PPD_20-0394.txt,383f0144fdf0203559d709b90cf45aec142457a6077f18bb87b4f5bc79c11142,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,3,True,2020-07-18
20-0395,PPD_20-0395.txt,7b282f12a6f613caa2fccb4617e6f1c47550d6567d9b9425c869aa46069a9738,LACK OF SERVICE,0,negative,,4,True,2020-07-11
20-0396,PPD_20-0396.txt,e1abaeab471b64ce0a917864604f02117d9d2a6d0ae164454d5ede5859c6897a,DEPARTMENTAL VIOLATIONS,0,negative,,6,False,2020-07-17
20-0397,PPD_20-0397.txt,8dbda04f1ec6447c7cbaeee6e8142c6ce36f8fa2e7878ade9697f58a41171f41,LACK OF SERVICE,0,negative,,3,True,2020-07-26
20-0398,PPD_20-0398.txt,2faddc9bf20de9668fe47fec1fb786da49d3c5085a29653fe8f43e10151c00b7,PHYSICAL ABUSE,0,negative,,4,False,2020-07-25
20-0399,PPD_20-0399.txt,33f2ac13f787554b6b7b282244e87fb7a4641f4b6fa0585faf6eef0ae65b7380,DOMESTIC,0,negative,,1,False,
20-0400,PPD_20-0400.txt,bc0c754fb6a4bd6a0e94a972a13e082bd5a02eb6960bd395bd9f7fcadccccb19,DEPARTMENTAL VIOLATIONS,0,negative,,4,False,
20-0401,PPD_20-0401.txt,27b05535d19705a9404e6154b92a5427c90fb17d76a9e224739acc6f202a226b,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2020-07-29
20-0402,PPD_20-0402.txt,885031d8f5a2cb7794302761e00601e0ba1f14ec0cbc6b0df18fc4be48365713,PHYSICAL ABUSE,0,negative,,2,False,2020-01-29
20-0403,PPD_20-0403.txt,349df391767e3f2502faa8f15a4f63f1da8f930eb40311c44306b9c6e0c40b0d,LACK OF SERVICE,0,negative,,3,False,2020-07-31
20-0404,PPD_20-0404.txt,899619a5c60cbd11975e8ef6f0f5e0ac83a78328c0bc32927831f202d1f7feba,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,5,True,2020-08-03
20-0405,PPD_20-0405.txt,497e1c222174f899d84d0161988c492227ef0ec4723c21fcfb0ffe53e481c3f5,FALSIFICATION,2,giglio_relevant,Classification: FALSIFICATION,1,False,
20-0406,PPD_20-0406.txt,0d1fb6562cc477fef92b7fca6965d592f0fde8b05eff744a01e8af46ab06c4d0,DEPARTMENTAL VIOLATIONS,0,negative,,3,True,
20-0407,PPD_20-0407.txt,d08969ce1987058de3cc4db2b1314e547fc01fd9b290cf67aff142665bb9b669,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2020-07-31
20-0408,PPD_20-0408.txt,f0cfa9c5a72bbd6ad452c74c82fcf8205be84f900b3bbaaa1f062dc52a2fcb32,LACK OF SERVICE,0,negative,,2,False,2020-08-01
20-0409,PPD_20-0409.txt,93da93f9ef89ec6937bf683a50c01320a633421e8128ba02c42571bffa9f4b79,DEPARTMENTAL VIOLATIONS,0,negative,,3,True,2020-08-02
20-0410,PPD_20-0410.txt,99ea6342882b94b3db8b7ceb1d273d77d7297b1c34bd104df82d6860dbbd015a,LACK OF SERVICE,0,negative,,4,True,
20-0411,PPD_20-0411.txt,3d50911d8834a1e6af3d0ecdd7bd9bc009ead3498bd10947fc6fe011395f76fb,LACK OF SERVICE,0,negative,,1,False,2020-07-31
20-0412,PPD_20-0412.txt,f1ecaf50237810eba67605db1a6170479ef77a5ade54c9778f24ffe20dcaf5c0,LACK OF SERVICE,0,negative,,2,False,2020-05-27
20-0413,PPD_20-0413.txt,118acc9e091f5ebb35ed0bd84d729a678ec7f23c0b97e3d8cb195d71833ff124,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,2020-08-05
20-0414,PPD_20-0414.txt,508f08a9086e7feea5c863f1288dd33a8346fbf8ef26521a5e5c1b66c3dd2a3a,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,
20-0415,PPD_20-0415.txt,56f8819a1504680a69696a9b9fc96ceb4514fd3d5f53af44ad9050882d0ff2ba,LACK OF SERVICE,0,negative,,2,False,2020-08-01
20-0416,PPD_20-0416.txt,44dd09fa7e2711e15fa83d7ea360ad0ab4347b65050cd04760f1aeb5f3cb0973,HARASSMENT,0,negative,,1,True,2020-08-09
20-0417,PPD_20-0417.txt,ee7cfd3b5e4d1509269ea74044de5a0abdd7df9193445644113a65c66f40a6b7,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,8,True,2020-08-10
20-0418,PPD_20-0418.txt,68fd6f61911d8a327b5c3a0b41305e4c62ee12257628d48d1d26afdd69dfa6a6,PHYSICAL ABUSE,0,negative,,6,False,2020-08-11
20-0419,PPD_20-0419.txt,364e92f3c33cf31a7e95d9059d55a059573f5689d8db3450e9413c88b72c0595,LACK OF SERVICE,0,negative,,1,False,2020-08-13
20-0420,PPD_20-0420.txt,de16f52a8317e949ce4f37f3c52ca76c36186890a76f3d2ba4fb47b9cf56be1a,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,13,True,2020-07-28
20-0421,PPD_20-0421.txt,63013794f0a81afcea93937881d419a4f5446a90d8f2d8764813c26362ced2d4,LACK OF SERVICE,0,negative,,2,False,2020-08-10
20-0422,PPD_20-0422.txt,63a943a74fb23dbcb8fa58021d37d6c8c9d00d7e4d5ea6a15b46fde878e3558f,LACK OF SERVICE,0,negative,,2,False,2020-05-11
20-0423,PPD_20-0423.txt,7ba32c73ee7bfa8e51cfa493617b6d05aa725359e1869b42730d9f18357ea50b,DEPARTMENTAL VIOLATIONS,0,negative,,7,True,2020-08-14
20-0424,PPD_20-0424.txt,77dc6c86d72ee18ffff3ef28ccfea03b333e5e0564b22f295a656b56c061c59f,LACK OF SERVICE,0,negative,,2,False,2020-08-14
20-0425,PPD_20-0425.txt,b73acad8422a0838e3f54889cc9384b68f989fac12afaed08562ea7af3aff8aa,DEPARTMENTAL VIOLATIONS,1,strong_giglio,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),5,True,
20-0426,PPD_20-0426.txt,ef02e9214abe7f4c2ab1c7f3c22fdc8130c0361784046b3f6b26f87ad012d819,PHYSICAL ABUSE,0,negative,,1,False,2020-06-01
20-0427,PPD_20-0427.txt,389a987c8973b321e40f340ca5440fdde7106d44d8b526d3c203dc8413008f60,LACK OF SERVICE,0,negative,,3,True,2020-08-03
20-0428,PPD_20-0428.txt,14db366bf1bfa8201a12cb0a2b93cb016fb3a2ee9b294b88b2bea3ea68036232,HARASSMENT,0,negative,,6,True,2020-08-17
20-0429,PPD_20-0429.txt,cf626fb4c9a72d813fc8959a816c2359a9c5abc84736f2cc0a33614bf5ea3796,LACK OF SERVICE,0,negative,,1,False,2020-08-10
20-0430,PPD_20-0430.txt,dd8db54fd2ecfe9d6b6dc2ee1112e073bc2c5c0606a871c868c17e65a739b509,LACK OF SERVICE,0,negative,,1,False,2020-04-06
20-0431,PPD_20-0431.txt,f3cf916b6c5fe975c8a3d5ef434a3dfafda2836abc26c9377dbff587f4108b86,HARASSMENT,0,negative,,11,True,2020-08-18
20-0432,PPD_20-0432.txt,3955010ca6e87d9d2bb11c6f3347d79749fc15cdf20179c698a5ee025b347571,FALSIFICATION,2,giglio_relevant,Falsification (No Sustained Findings),3,False,
20-0433,PPD_20-0433.txt,2d60d1dd2d2fd124bcca31039f6283f800ee2cc100464511226d8ff960a9705a,LACK OF SERVICE,0,negative,,2,False,2020-01-11
20-0434,PPD_20-0434.txt,fc666fa7bb00bfc2fcef41d994ea1ca7b81df76c1a02470e10f3df8241379725,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-08-12
20-0435,PPD_20-0435.txt,a6ee00aaeefcba20eb3ce4c323e3b2b6e89a2c7f7c30bb333b6d37d4ec049b4b,DEPARTMENTAL VIOLATIONS,0,negative,,4,True,2020-08-19
20-0436,PPD_20-0436.txt,1dffd07995b12c6aa5f01702adfb88cab88cbc738282a72b0989656410b5d7ef,PHYSICAL ABUSE,0,negative,,10,False,2020-08-13
20-0437,PPD_20-0437.txt,f6de2e31a237dce3b12c715033c055ba256658e1e2bc103571227af61bb6760c,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,4,True,2020-05-26
20-0438,PPD_20-0438.txt,6d5bab134bf82c949a52cb136a7d3b260ad305912e7a979399ce6df6d159003e,PHYSICAL ABUSE,0,negative,,18,False,2020-08-13
20-0439,PPD_20-0439.txt,ad6006fe79dd5a65dd0a53b3960559d4e3d5d75d389c387d1fce8c3bed44643c,LACK OF SERVICE,0,negative,,2,True,2020-08-18
20-0440,PPD_20-0440.txt,8eb8e39de67746cf86b2dfa5e7d8f8f40e90d3a8457a75ec2956afdb2ff52d2d,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-08-06
20-0441,PPD_20-0441.txt,d6519d6301acd9fbaa6d1bb162e09ccad2a318395e59f5c421fe03b26ba21e15,HARASSMENT,0,negative,,1,False,2020-08-19
20-0442,PPD_20-0442.txt,7f8787dd605a939033d0086e180d2df79b1b2fa59ff79830c851ae6cf54acfb6,PHYSICAL ABUSE,0,negative,,1,False,2020-08-12
20-0443,PPD_20-0443.txt,e4f3e52238895e0eb020f8004b33112da3006938000fc0bd9b1f4adb97cff07f,PHYSICAL ABUSE,0,negative,,1,False,2019-01-16
20-0444,PPD_20-0444.txt,df86f12f2dd5e49c67c929dd2b051f4a79d69063a38a7611a9bedd3cd4e1631a,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2020-08-22
20-0445,PPD_20-0445.txt,5471d277e34ed93938ced1a6b16797d69a895c2e71b329291c7c7765660cbeb0,LACK OF SERVICE,0,negative,,9,False,2020-08-22
20-0446,PPD_20-0446.txt,148999bab2fa2184c3d7d5b3b093b5f28c1f437ec97b763af69a5977783a2fdd,DEPARTMENTAL VIOLATIONS,0,negative,,1,True,2020-08-24
20-0447,PPD_20-0447.txt,5340642183883845ae46498936b07c37c68d8d98843e6b143245fcafb883946e,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,2,True,2020-07-26
20-0449,PPD_20-0449.txt,b3f8164f622fcea4499ac3ddd7c4c9a96032a4403501a6630885ca2eacfdb489,CRIMINAL ALLEGATION,2,giglio_relevant,Classification: CRIMINAL ALLEGATION,0,False,2020-08-22
20-0450,PPD_20-0450.txt,6a216c72624991a3fd123c977be855ab5f4e15bfcf1236432c4776962841992b,LACK OF SERVICE,0,negative,,3,False,2020-08-23
20-0451,PPD_20-0451.txt,798be635b1c02301aa43a47512b584a14c8a62aad4ad39b58232474db0801d34,PHYSICAL ABUSE,0,negative,,6,False,2020-08-14
20-0452,PPD_20-0452.txt,7772db62d8f0e385bf84684e52e4cf1145d2a142ee25dc56629b9d137499484d,CRIMINAL ALLEGATION,1,strong_giglio,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),3,True,2020-08-23
20-0453,PPD_20-0453.txt,8182cbd354437414f362b3885f7f88920366d15e0fdd3e8f563c102dc0c11a48,UNPROFESSIONAL CONDUCT,0,negative,,3,False,
20-0454,PPD_20-0454.txt,bcab3263a2f3b2757fa32a874b4f5d2b82deac49becd5372c71007f2e575c6e0,LACK OF SERVICE,0,negative,,2,False,2020-08-26
20-0455,PPD_20-0455.txt,5503adf1ea891ae89b509dd6795744cc11fb7399281730faf96ed1db23bb744f,DEPARTMENTAL VIOLATIONS,0,negative,,8,True,2020-08-18
20-0456,PPD_20-0456.txt,0c5405f0e5bca056ff634f24d87f0c5ec4213d0f8ad40def6f91cc6942c465a0,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,2020-08-27
20-0457,PPD_20-0457.txt,d36c9f7d7170944e29b58310157fe17ff7d25eccc7bce6f339a57b49ad230d84,PHYSICAL ABUSE,1,strong_giglio,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); PHYSICAL ABUSE with sustained finding,6,True,2020-02-18
20-0458,PPD_20-0458.txt,55f71dd2bfe69caa1491ac67d99775ce4724e547e84c5963a5e8299239cf7c08,LACK OF SERVICE,0,negative,,2,False,2020-08-24
20-0459,PPD_20-0459.txt,0e2b7a05b0ae4ece88967b539f875351c2b7feba45ff45a88aad3054301b59f2,LACK OF SERVICE,0,negative,,1,False,2020-08-17
20-0460,PPD_20-0460.txt,c7964824dcf04cd78ad4552d362f4a9f26432fb669e09797015a9f0d3490a29e,LACK OF SERVICE,0,negative,,8,True,2020-08-06
20-0461,PPD_20-0461.txt,ed026730c810cb8e969126cf5bf604623e79907b37c9c89cfcf5837a6e47b4d9,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2020-08-28
20-0462,PPD_20-0462.txt,d7935ead0cf3778c8551a2485ebd30c0e80ec5e6553844d670cf076572a3a241,HARASSMENT,0,negative,,1,False,
20-0463,PPD_20-0463.txt,7b6461a4dffb9d3f599b18114a59011a49551fa1a85c0538e6ec3e92ae679d88,CRIMINAL ALLEGATION,1,strong_giglio,Sustained Criminal Allegation; Sustained Criminal Allegation; Sustained Falsification; Sustained Criminal Allegation; Sustained Criminal Allegation,6,True,2020-08-19
20-0464,PPD_20-0464.txt,f404791461738130e884988332e80766b882271574df74f9eeeaf5f5b059b08c,LACK OF SERVICE,0,negative,,1,False,2020-09-01
20-0465,PPD_20-0465.txt,612f924821078996d4775b396f4a14819002aa7b82f0b0d984aad0b00ecd84f3,PHYSICAL ABUSE,0,negative,,3,False,2020-09-02
20-0466,PPD_20-0466.txt,297e288093424b250e31fc5ab01a961c93e74821f81b3d0625a1e848757dd512,DEPARTMENTAL VIOLATIONS,0,negative,,6,False,2020-08-21
20-0467,PPD_20-0467.txt,1c358e9b63f394781d89c47940ba1924b95d232cd3167dadb808e7126a4931d4,CRIMINAL ALLEGATION,1,strong_giglio,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Sustained Criminal Allegation; Sustained Criminal Allegation; Sustained Criminal Allegation; Sustained Criminal Allegation,5,True,2020-08-29
20-0468,PPD_20-0468.txt,630f5cf124ce1bc96d6d6801f26ac773b9b8e390892ac4903785778d1f734e4d,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2020-09-07
20-0469,PPD_20-0469.txt,c7cab4feafdcfc604c0b0afcdd014b8c1df90af2f57e1554e30e0843f3e04bfd,UNPROFESSIONAL CONDUCT,0,negative,,3,True,2020-05-08
20-0470,PPD_20-0470.txt,c6d50313d438791dd5a010fe125ceecd3f10706f60d0671387d948ab7b6cf3dc,LACK OF SERVICE,0,negative,,2,False,
20-0471,PPD_20-0471.txt,0c08f5c0d23e1834ef580291a9c0b7f62056702d76152f75c5280af31839350a,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2020-09-01
20-0472,PPD_20-0472.txt,60521dd223899d0275c5f11c4ce184d729f313885c3d3617f448066655fd916c,CIVIL RIGHTS COMPLAINT,3,brady_adjacent,CIVIL RIGHTS COMPLAINT with sustained finding,3,True,2020-08-26
20-0473,PPD_20-0473.txt,2e4fd4a9f237ae6a792a2a5df61f58443156beaff5ad344f60dc0f51acf32a65,PHYSICAL ABUSE,0,negative,,1,False,2020-09-09
20-0474,PPD_20-0474.txt,797786d6350ed51c8fafdd289d0206785da2f120db7aae351cb1fda01811153d,LACK OF SERVICE,0,negative,,6,True,2020-09-09
20-0475,PPD_20-0475.txt,4b2311e112024e916635dcf387ed605a0da3fe796afadcb8d8dfd88a6b982bf9,LACK OF SERVICE,0,negative,,4,True,2020-08-10
20-0476,PPD_20-0476.txt,4c074ef89abd5efe0ea4b80cbddbc6689a7eaacb72d9d20c8c648eecc37b39a5,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-06-01
20-0477,PPD_20-0477.txt,479fe2f04daf966c6d455c0ccc5aeede6b6283341fcc71b50c7bb5e9d4c86669,HARASSMENT,0,negative,,3,False,2020-08-14
20-0478,PPD_20-0478.txt,edab10858680352577e1155dd6850da19dfed8db4e36ae45081f872da9d3011e,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2020-09-06
20-0479,PPD_20-0479.txt,a6a2d83161151ff86855172f3bd31988e28a22e4803e4e539545d88851dc44fa,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2020-07-05
20-0480,PPD_20-0480.txt,9b9f9c20a48343e5da491b50a68f79550fcb3d2bd0e1789d87c34918fe5d2617,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,2020-09-11
20-0481,PPD_20-0481.txt,8ae8470899b959818714f39445824787b7a6de38529bb0b901b65552a56cfbd1,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2020-08-14
20-0482,PPD_20-0482.txt,5ad9f77d12dd93ad95c9cef1fc02a870ba832a1d5ff12b2ceee169b007ac1794,CRIMINAL ALLEGATION,1,strong_giglio,Classification: CRIMINAL ALLEGATION,3,True,2019-08-04
20-0483,PPD_20-0483.txt,966169e96249c3a05f01256fdde33f295f3b3e71adbe6076133fa78c883d1cd1,CRIMINAL ALLEGATION,1,strong_giglio,Sustained Criminal Allegation; Sustained Criminal Allegation; Sustained Criminal Allegation; Sustained Criminal Allegation,5,True,
20-0484,PPD_20-0484.txt,be46209c906a59d12341b76df590a8b8918b2c74610d966bf031d30e3b244ea4,UNPROFESSIONAL CONDUCT,0,negative,,9,True,2020-09-15
20-0485,PPD_20-0485.txt,461f34e004d6a7f6d12bf73f2f268d3559cb98083770440eb4ceefc693c187ec,LACK OF SERVICE,0,negative,,1,True,2020-09-15
20-0486,PPD_20-0486.txt,0f9afbdb36220428079fab84124a9da57c7bf5015791102af8ae016fd18ec4ae,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,2,True,2020-09-16
20-0487,PPD_20-0487.txt,dc07aae98d03cb3fa6c53a6e2fb72ce19e0f13b19b6a98edfdba6d0e3df3ab11,CIVIL RIGHTS COMPLAINT,0,negative,,1,False,2020-09-18
20-0488,PPD_20-0488.txt,cf899f79ab3793082120de7ab41ed03173b72da7e518d8227f78a2515fdbbc6a,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,2020-01-14
